"year_month","Nation","CartPriceInCP"
"2020-08","Mantol Dereith",16633
"2020-09","Mantol Dereith",35723
"2020-10","Mantol Dereith",71065
"2020-11","Mantol Dereith",6140
"2020-12","Mantol Dereith",8055
"2021-01","Mantol Dereith",43436
"2021-02","Mantol Dereith",10745
"2021-03","Mantol Dereith",26333
"2021-04","Mantol Dereith",50723
"2021-05","Mantol Dereith",40733
"2021-06","Mantol Dereith",15229
"2021-07","Mantol Dereith",23567
"2021-08","Mantol Dereith",29475
"2021-09","Mantol Dereith",23388
"2021-10","Mantol Dereith",39307
"2021-11","Mantol Dereith",1443
"2021-12","Mantol Dereith",29582
"2022-01","Mantol Dereith",13075
"2022-02","Mantol Dereith",50589
"2022-03","Mantol Dereith",30723
"2022-04","Mantol Dereith",14685
"2022-05","Mantol Dereith",10240
"2022-06","Mantol Dereith",65400
"2022-07","Mantol Dereith",27985
"2022-08","Mantol Dereith",10084
"2022-09","Mantol Dereith",17991
"2022-10","Mantol Dereith",18723
"2022-11","Mantol Dereith",15662
"2022-12","Mantol Dereith",34702
"2023-01","Mantol Dereith",41052
"2023-02","Mantol Dereith",22605
"2023-03","Mantol Dereith",87897
"2023-04","Mantol Dereith",42375
"2023-05","Mantol Dereith",33447
"2023-06","Mantol Dereith",28145
"2023-07","Mantol Dereith",81164
"2023-08","Mantol Dereith",61013
"2023-09","Mantol Dereith",35590
"2023-10","Mantol Dereith",66205
"2023-11","Mantol Dereith",22702
"2023-12","Mantol Dereith",27879
"2019-01","Maztica",503283
"2019-02","Maztica",482555
"2019-03","Maztica",519967
"2019-04","Maztica",391501
"2019-05","Maztica",498049
"2019-06","Maztica",523134
"2019-07","Maztica",474811
"2019-08","Maztica",697604
"2019-09","Maztica",591307
"2019-10","Maztica",571806
"2019-11","Maztica",498790
"2019-12","Maztica",506473
"2020-01","Maztica",493503
"2020-02","Maztica",397313
"2020-03","Maztica",474911
"2020-04","Maztica",575292
"2020-05","Maztica",498782
"2020-06","Maztica",441409
"2020-07","Maztica",465637
"2020-08","Maztica",619564
"2020-09","Maztica",526310
"2020-10","Maztica",372752
"2020-11","Maztica",483159
"2020-12","Maztica",421218
"2021-01","Maztica",487472
"2021-02","Maztica",409217
"2021-03","Maztica",456383
"2021-04","Maztica",353711
"2021-05","Maztica",444932
"2021-06","Maztica",389536
"2021-07","Maztica",530470
"2021-08","Maztica",499182
"2021-09","Maztica",420525
"2021-10","Maztica",489633
"2021-11","Maztica",511140
"2021-12","Maztica",362233
"2022-01","Maztica",620052
"2022-02","Maztica",497098
"2022-03","Maztica",675615
"2022-04","Maztica",332085
"2022-05","Maztica",604659
"2022-06","Maztica",476740
"2022-07","Maztica",471229
"2022-08","Maztica",421185
"2022-09","Maztica",405446
"2022-10","Maztica",381010
"2022-11","Maztica",409664
"2022-12","Maztica",554390
"2023-01","Maztica",561585
"2023-02","Maztica",384047
"2023-03","Maztica",417169
"2023-04","Maztica",386897
"2023-05","Maztica",706997
"2023-06","Maztica",409251
"2023-07","Maztica",514169
"2023-08","Maztica",478299
"2023-09","Maztica",460230
"2023-10","Maztica",489369
"2023-11","Maztica",560271
"2023-12","Maztica",488954
"2019-01","Menzoberranzan",146295
"2019-02","Menzoberranzan",146229
"2019-03","Menzoberranzan",105264
"2019-04","Menzoberranzan",180398
"2019-05","Menzoberranzan",89849
"2019-06","Menzoberranzan",155570
"2019-07","Menzoberranzan",105061
"2019-08","Menzoberranzan",114980
"2019-09","Menzoberranzan",114039
"2019-10","Menzoberranzan",202583
"2019-11","Menzoberranzan",171730
"2019-12","Menzoberranzan",167463
"2020-01","Menzoberranzan",198581
"2020-02","Menzoberranzan",146802
"2020-03","Menzoberranzan",111501
"2020-04","Menzoberranzan",166440
"2020-05","Menzoberranzan",168006
"2020-06","Menzoberranzan",107856
"2020-07","Menzoberranzan",201095
"2020-08","Menzoberranzan",140882
"2020-09","Menzoberranzan",166994
"2020-10","Menzoberranzan",222425
"2020-11","Menzoberranzan",134665
"2020-12","Menzoberranzan",219178
"2021-01","Menzoberranzan",100116
"2021-02","Menzoberranzan",128642
"2021-03","Menzoberranzan",135479
"2021-04","Menzoberranzan",138653
"2021-05","Menzoberranzan",160655
"2021-06","Menzoberranzan",150602
"2021-07","Menzoberranzan",123490
"2021-08","Menzoberranzan",110226
"2021-09","Menzoberranzan",122754
"2021-10","Menzoberranzan",123316
"2021-11","Menzoberranzan",178926
"2021-12","Menzoberranzan",178320
"2022-01","Menzoberranzan",174922
"2022-02","Menzoberranzan",148390
"2022-03","Menzoberranzan",105899
"2022-04","Menzoberranzan",184647
"2022-05","Menzoberranzan",236478
"2022-06","Menzoberranzan",100363
"2022-07","Menzoberranzan",200719
"2022-08","Menzoberranzan",112500
"2022-09","Menzoberranzan",192026
"2022-10","Menzoberranzan",173786
"2022-11","Menzoberranzan",117509
"2022-12","Menzoberranzan",108246
"2023-01","Menzoberranzan",160384
"2023-02","Menzoberranzan",121799
"2023-03","Menzoberranzan",185106
"2023-04","Menzoberranzan",131063
"2023-05","Menzoberranzan",189934
"2023-06","Menzoberranzan",135072
"2023-07","Menzoberranzan",153296
"2023-08","Menzoberranzan",189294
"2023-09","Menzoberranzan",134641
"2023-10","Menzoberranzan",247205
"2023-11","Menzoberranzan",158236
"2023-12","Menzoberranzan",183762
"2019-01","Mereu",141248
"2019-02","Mereu",155592
"2019-03","Mereu",234690
"2019-04","Mereu",152929
"2019-05","Mereu",218851
"2019-06","Mereu",180593
"2019-07","Mereu",182127
"2019-08","Mereu",136127
"2019-09","Mereu",149899
"2019-10","Mereu",164993
"2019-11","Mereu",192121
"2019-12","Mereu",174185
"2020-01","Mereu",197253
"2020-02","Mereu",216509
"2020-03","Mereu",161310
"2020-04","Mereu",166831
"2020-05","Mereu",201125
"2020-06","Mereu",201179
"2020-07","Mereu",197658
"2020-08","Mereu",151166
"2020-09","Mereu",228128
"2020-10","Mereu",209745
"2020-11","Mereu",177291
"2020-12","Mereu",241093
"2021-01","Mereu",212859
"2021-02","Mereu",197313
"2021-03","Mereu",126178
"2021-04","Mereu",153666
"2021-05","Mereu",221924
"2021-06","Mereu",134335
"2021-07","Mereu",123892
"2021-08","Mereu",255171
"2021-09","Mereu",199568
"2021-10","Mereu",218637
"2021-11","Mereu",105597
"2021-12","Mereu",174862
"2022-01","Mereu",232406
"2022-02","Mereu",182545
"2022-03","Mereu",222339
"2022-04","Mereu",168243
"2022-05","Mereu",250149
"2022-06","Mereu",137007
"2022-07","Mereu",229219
"2022-08","Mereu",169053
"2022-09","Mereu",270231
"2022-10","Mereu",276833
"2022-11","Mereu",100352
"2022-12","Mereu",177245
"2023-01","Mereu",220396
"2023-02","Mereu",180093
"2023-03","Mereu",183991
"2023-04","Mereu",206887
"2023-05","Mereu",208936
"2023-06","Mereu",110972
"2023-07","Mereu",211272
"2023-08","Mereu",259504
"2023-09","Mereu",121630
"2023-10","Mereu",145766
"2023-11","Mereu",150691
"2023-12","Mereu",202970
"2019-01","Mintarn",195517
"2019-02","Mintarn",121516
"2019-03","Mintarn",96609
"2019-04","Mintarn",148698
"2019-05","Mintarn",110549
"2019-06","Mintarn",205913
"2019-07","Mintarn",110047
"2019-08","Mintarn",250123
"2019-09","Mintarn",147455
"2019-10","Mintarn",96196
"2019-11","Mintarn",85315
"2019-12","Mintarn",69620
"2020-01","Mintarn",73278
"2020-02","Mintarn",96049
"2020-03","Mintarn",163531
"2020-04","Mintarn",147913
"2020-05","Mintarn",120317
"2020-06","Mintarn",113999
"2020-07","Mintarn",107484
"2020-08","Mintarn",130972
"2020-09","Mintarn",109854
"2020-10","Mintarn",100806
"2020-11","Mintarn",78534
"2020-12","Mintarn",120046
"2021-01","Mintarn",91226
"2021-02","Mintarn",136949
"2021-03","Mintarn",46523
"2021-04","Mintarn",85525
"2021-05","Mintarn",86858
"2021-06","Mintarn",166578
"2021-07","Mintarn",76201
"2021-08","Mintarn",124635
"2021-09","Mintarn",201052
"2021-10","Mintarn",128704
"2021-11","Mintarn",112858
"2021-12","Mintarn",198074
"2022-01","Mintarn",103517
"2022-02","Mintarn",145824
"2022-03","Mintarn",149808
"2022-04","Mintarn",151813
"2022-05","Mintarn",120063
"2022-06","Mintarn",152595
"2022-07","Mintarn",122923
"2022-08","Mintarn",62647
"2022-09","Mintarn",186618
"2022-10","Mintarn",110212
"2022-11","Mintarn",127786
"2022-12","Mintarn",125297
"2023-01","Mintarn",85236
"2023-02","Mintarn",161447
"2023-03","Mintarn",176458
"2023-04","Mintarn",47798
"2023-05","Mintarn",82169
"2023-06","Mintarn",106110
"2023-07","Mintarn",77239
"2023-08","Mintarn",104242
"2023-09","Mintarn",92484
"2023-10","Mintarn",75605
"2023-11","Mintarn",101401
"2023-12","Mintarn",104012
"2019-01","Moray",339488
"2019-02","Moray",364346
"2019-03","Moray",391511
"2019-04","Moray",386731
"2019-05","Moray",258241
"2019-06","Moray",334455
"2019-07","Moray",349683
"2019-08","Moray",301291
"2019-09","Moray",292281
"2019-10","Moray",430347
"2019-11","Moray",284396
"2019-12","Moray",262395
"2020-01","Moray",331344
"2020-02","Moray",241030
"2020-03","Moray",345624
"2020-04","Moray",315905
"2020-05","Moray",305081
"2020-06","Moray",351537
"2020-07","Moray",421019
"2020-08","Moray",335787
"2020-09","Moray",401552
"2020-10","Moray",386725
"2020-11","Moray",323867
"2020-12","Moray",367118
"2021-01","Moray",437231
"2021-02","Moray",313493
"2021-03","Moray",420364
"2021-04","Moray",324949
"2021-05","Moray",333673
"2021-06","Moray",377984
"2021-07","Moray",396306
"2021-08","Moray",540620
"2021-09","Moray",368921
"2021-10","Moray",428102
"2021-11","Moray",429592
"2021-12","Moray",606097
"2022-01","Moray",428341
"2022-02","Moray",350593
"2022-03","Moray",416441
"2022-04","Moray",374867
"2022-05","Moray",343424
"2022-06","Moray",276532
"2022-07","Moray",365670
"2022-08","Moray",320691
"2022-09","Moray",467615
"2022-10","Moray",185320
"2022-11","Moray",357463
"2022-12","Moray",425133
"2023-01","Moray",361283
"2023-02","Moray",332564
"2023-03","Moray",325421
"2023-04","Moray",288017
"2023-05","Moray",376194
"2023-06","Moray",328683
"2023-07","Moray",315429
"2023-08","Moray",433305
"2023-09","Moray",327523
"2023-10","Moray",328310
"2023-11","Moray",339731
"2023-12","Moray",430570
"2019-01","Mulhorand",58266
"2019-02","Mulhorand",65468
"2019-03","Mulhorand",103697
"2019-04","Mulhorand",138505
"2019-05","Mulhorand",88456
"2019-06","Mulhorand",98884
"2019-07","Mulhorand",47372
"2019-08","Mulhorand",90385
"2019-09","Mulhorand",45883
"2019-10","Mulhorand",69895
"2019-11","Mulhorand",74548
"2019-12","Mulhorand",112836
"2020-01","Mulhorand",122323
"2020-02","Mulhorand",75544
"2020-03","Mulhorand",133048
"2020-04","Mulhorand",193252
"2020-05","Mulhorand",102930
"2020-06","Mulhorand",128330
"2020-07","Mulhorand",29628
"2020-08","Mulhorand",75687
"2020-09","Mulhorand",64318
"2020-10","Mulhorand",98499
"2020-11","Mulhorand",110990
"2020-12","Mulhorand",27032
"2021-01","Mulhorand",112436
"2021-02","Mulhorand",130477
"2021-03","Mulhorand",84079
"2021-04","Mulhorand",58691
"2021-05","Mulhorand",89027
"2021-06","Mulhorand",77981
"2021-07","Mulhorand",93092
"2021-08","Mulhorand",203062
"2021-09","Mulhorand",116941
"2021-10","Mulhorand",35774
"2021-11","Mulhorand",91991
"2021-12","Mulhorand",115528
"2022-01","Mulhorand",64656
"2022-02","Mulhorand",57384
"2022-03","Mulhorand",92048
"2022-04","Mulhorand",88656
"2022-05","Mulhorand",173175
"2022-06","Mulhorand",145063
"2022-07","Mulhorand",99038
"2022-08","Mulhorand",111456
"2022-09","Mulhorand",52296
"2022-10","Mulhorand",34723
"2022-11","Mulhorand",163491
"2022-12","Mulhorand",77233
"2023-01","Mulhorand",89573
"2023-02","Mulhorand",175361
"2023-03","Mulhorand",107747
"2023-04","Mulhorand",139599
"2023-05","Mulhorand",118430
"2023-06","Mulhorand",85444
"2023-07","Mulhorand",65587
"2023-08","Mulhorand",106317
"2023-09","Mulhorand",91819
"2023-10","Mulhorand",105154
"2023-11","Mulhorand",146269
"2023-12","Mulhorand",129589
"2019-01","Murghom",412296
"2019-02","Murghom",273178
"2019-03","Murghom",341344
"2019-04","Murghom",341877
"2019-05","Murghom",367181
"2019-06","Murghom",280460
"2019-07","Murghom",355057
"2019-08","Murghom",393894
"2019-09","Murghom",402765
"2019-10","Murghom",302215
"2019-11","Murghom",485862
"2019-12","Murghom",371044
"2020-01","Murghom",402661
"2020-02","Murghom",286303
"2020-03","Murghom",406697
"2020-04","Murghom",351456
"2020-05","Murghom",389656
"2020-06","Murghom",289608
"2020-07","Murghom",324150
"2020-08","Murghom",469186
"2020-09","Murghom",337567
"2020-10","Murghom",386982
"2020-11","Murghom",426134
"2020-12","Murghom",517634
"2021-01","Murghom",638124
"2021-02","Murghom",512061
"2021-03","Murghom",441047
"2021-04","Murghom",300201
"2021-05","Murghom",255426
"2021-06","Murghom",352964
"2021-07","Murghom",341684
"2021-08","Murghom",378770
"2021-09","Murghom",361855
"2021-10","Murghom",490646
"2021-11","Murghom",379150
"2021-12","Murghom",388725
"2022-01","Murghom",400273
"2022-02","Murghom",328768
"2022-03","Murghom",309411
"2022-04","Murghom",336554
"2022-05","Murghom",346030
"2022-06","Murghom",405984
"2022-07","Murghom",271648
"2022-08","Murghom",292291
"2022-09","Murghom",279282
"2022-10","Murghom",218853
"2022-11","Murghom",202825
"2022-12","Murghom",214504
"2023-01","Murghom",280644
"2023-02","Murghom",176163
"2023-03","Murghom",220397
"2023-04","Murghom",249520
"2023-05","Murghom",150944
"2023-06","Murghom",189315
"2023-07","Murghom",221341
"2023-08","Murghom",177139
"2023-09","Murghom",169258
"2023-10","Murghom",281254
"2023-11","Murghom",284876
"2023-12","Murghom",417812
"2019-01","Narfell",111690
"2019-02","Narfell",317352
"2019-03","Narfell",182721
"2019-04","Narfell",221963
"2019-05","Narfell",158405
"2019-06","Narfell",205144
"2019-07","Narfell",120734
"2019-08","Narfell",237836
"2019-09","Narfell",135431
"2019-10","Narfell",267768
"2019-11","Narfell",123557
"2019-12","Narfell",241584
"2020-01","Narfell",127292
"2020-02","Narfell",203860
"2020-03","Narfell",224175
"2020-04","Narfell",266750
"2020-05","Narfell",189241
"2020-06","Narfell",215694
"2020-07","Narfell",205252
"2020-08","Narfell",222777
"2020-09","Narfell",143559
"2020-10","Narfell",170864
"2020-11","Narfell",144918
"2020-12","Narfell",139366
"2021-01","Narfell",171877
"2021-02","Narfell",179887
"2021-03","Narfell",236010
"2021-04","Narfell",257622
"2021-05","Narfell",198614
"2021-06","Narfell",207607
"2021-07","Narfell",120258
"2021-08","Narfell",165457
"2021-09","Narfell",201029
"2021-10","Narfell",125656
"2021-11","Narfell",193513
"2021-12","Narfell",184846
"2022-01","Narfell",176400
"2022-02","Narfell",189438
"2022-03","Narfell",176392
"2022-04","Narfell",114624
"2022-05","Narfell",192717
"2022-06","Narfell",198222
"2022-07","Narfell",188679
"2022-08","Narfell",247977
"2022-09","Narfell",189867
"2022-10","Narfell",235592
"2022-11","Narfell",128237
"2022-12","Narfell",109062
"2023-01","Narfell",148581
"2023-02","Narfell",121756
"2023-03","Narfell",137694
"2023-04","Narfell",169175
"2023-05","Narfell",166826
"2023-06","Narfell",231039
"2023-07","Narfell",196783
"2023-08","Narfell",141701
"2023-09","Narfell",219661
"2023-10","Narfell",154132
"2023-11","Narfell",254067
"2023-12","Narfell",95497
"2019-01","Neverwinter",491385
"2019-02","Neverwinter",526348
"2019-03","Neverwinter",496309
"2019-04","Neverwinter",421780
"2019-05","Neverwinter",566199
"2019-06","Neverwinter",600725
"2019-07","Neverwinter",645271
"2019-08","Neverwinter",481393
"2019-09","Neverwinter",551515
"2019-10","Neverwinter",595478
"2019-11","Neverwinter",637938
"2019-12","Neverwinter",727631
"2020-01","Neverwinter",376564
"2020-02","Neverwinter",654808
"2020-03","Neverwinter",626577
"2020-04","Neverwinter",651388
"2020-05","Neverwinter",686121
"2020-06","Neverwinter",663976
"2020-07","Neverwinter",774516
"2020-08","Neverwinter",483417
"2020-09","Neverwinter",586442
"2020-10","Neverwinter",556616
"2020-11","Neverwinter",586473
"2020-12","Neverwinter",511422
"2021-01","Neverwinter",611493
"2021-02","Neverwinter",490216
"2021-03","Neverwinter",747687
"2021-04","Neverwinter",505889
"2021-05","Neverwinter",702162
"2021-06","Neverwinter",465122
"2021-07","Neverwinter",604336
"2021-08","Neverwinter",714903
"2021-09","Neverwinter",755203
"2021-10","Neverwinter",730418
"2021-11","Neverwinter",852910
"2021-12","Neverwinter",676308
"2022-01","Neverwinter",714145
"2022-02","Neverwinter",729797
"2022-03","Neverwinter",675384
"2022-04","Neverwinter",617548
"2022-05","Neverwinter",676476
"2022-06","Neverwinter",644019
"2022-07","Neverwinter",773911
"2022-08","Neverwinter",683602
"2022-09","Neverwinter",559285
"2022-10","Neverwinter",493095
"2022-11","Neverwinter",810231
"2022-12","Neverwinter",807105
"2023-01","Neverwinter",652264
"2023-02","Neverwinter",639514
"2023-03","Neverwinter",722251
"2023-04","Neverwinter",764034
"2023-05","Neverwinter",779979
"2023-06","Neverwinter",466762
"2023-07","Neverwinter",531569
"2023-08","Neverwinter",543672
"2023-09","Neverwinter",710571
"2023-10","Neverwinter",692290
"2023-11","Neverwinter",701984
"2023-12","Neverwinter",732215
"2019-01","Norland",558257
"2019-02","Norland",509976
"2019-03","Norland",598884
"2019-04","Norland",456335
"2019-05","Norland",570467
"2019-06","Norland",453756
"2019-07","Norland",574343
"2019-08","Norland",584644
"2019-09","Norland",615762
"2019-10","Norland",542399
"2019-11","Norland",477428
"2019-12","Norland",493952
"2020-01","Norland",605488
"2020-02","Norland",723003
"2020-03","Norland",448038
"2020-04","Norland",598661
"2020-05","Norland",615860
"2020-06","Norland",510211
"2020-07","Norland",624711
"2020-08","Norland",676602
"2020-09","Norland",571219
"2020-10","Norland",462595
"2020-11","Norland",467681
"2020-12","Norland",566931
"2021-01","Norland",566648
"2021-02","Norland",515475
"2021-03","Norland",680760
"2021-04","Norland",552063
"2021-05","Norland",737012
"2021-06","Norland",543576
"2021-07","Norland",655481
"2021-08","Norland",681663
"2021-09","Norland",569421
"2021-10","Norland",675910
"2021-11","Norland",728969
"2021-12","Norland",625090
"2022-01","Norland",736609
"2022-02","Norland",693619
"2022-03","Norland",540477
"2022-04","Norland",324449
"2022-05","Norland",704672
"2022-06","Norland",641035
"2022-07","Norland",517615
"2022-08","Norland",763336
"2022-09","Norland",584551
"2022-10","Norland",673092
"2022-11","Norland",611904
"2022-12","Norland",610098
"2023-01","Norland",629195
"2023-02","Norland",682920
"2023-03","Norland",612541
"2023-04","Norland",599916
"2023-05","Norland",579016
"2023-06","Norland",644690
"2023-07","Norland",628232
"2023-08","Norland",707187
"2023-09","Norland",504586
"2023-10","Norland",724334
"2023-11","Norland",539574
"2023-12","Norland",554960
"2019-01","Purple Rock Isles",85084
"2019-02","Purple Rock Isles",64041
"2019-03","Purple Rock Isles",156231
"2019-04","Purple Rock Isles",85872
"2019-05","Purple Rock Isles",83774
"2019-06","Purple Rock Isles",87020
"2019-07","Purple Rock Isles",116723
"2019-08","Purple Rock Isles",132524
"2019-09","Purple Rock Isles",102562
"2019-10","Purple Rock Isles",90110
"2019-11","Purple Rock Isles",67563
"2019-12","Purple Rock Isles",101257
"2020-01","Purple Rock Isles",88312
"2020-02","Purple Rock Isles",121223
"2020-03","Purple Rock Isles",69676
"2020-04","Purple Rock Isles",63312
"2020-05","Purple Rock Isles",26142
"2020-06","Purple Rock Isles",120379
"2020-07","Purple Rock Isles",60603
"2020-08","Purple Rock Isles",146161
"2020-09","Purple Rock Isles",139469
"2020-10","Purple Rock Isles",76587
"2020-11","Purple Rock Isles",83325
"2020-12","Purple Rock Isles",111239
"2021-01","Purple Rock Isles",88368
"2021-02","Purple Rock Isles",91783
"2021-03","Purple Rock Isles",106442
"2021-04","Purple Rock Isles",104316
"2021-05","Purple Rock Isles",136408
"2021-06","Purple Rock Isles",92897
"2021-07","Purple Rock Isles",68198
"2021-08","Purple Rock Isles",111391
"2021-09","Purple Rock Isles",62377
"2021-10","Purple Rock Isles",132284
"2021-11","Purple Rock Isles",115569
"2021-12","Purple Rock Isles",108908
"2022-01","Purple Rock Isles",57766
"2022-02","Purple Rock Isles",181305
"2022-03","Purple Rock Isles",84384
"2022-04","Purple Rock Isles",130634
"2022-05","Purple Rock Isles",31414
"2022-06","Purple Rock Isles",94277
"2022-07","Purple Rock Isles",165081
"2022-08","Purple Rock Isles",60569
"2022-09","Purple Rock Isles",89110
"2022-10","Purple Rock Isles",108477
"2022-11","Purple Rock Isles",91396
"2022-12","Purple Rock Isles",131435
"2023-01","Purple Rock Isles",59602
"2023-02","Purple Rock Isles",75627
"2023-03","Purple Rock Isles",153993
"2023-04","Purple Rock Isles",108965
"2023-05","Purple Rock Isles",103801
"2023-06","Purple Rock Isles",108520
"2023-07","Purple Rock Isles",88705
"2023-08","Purple Rock Isles",130161
"2023-09","Purple Rock Isles",73931
"2023-10","Purple Rock Isles",72440
"2023-11","Purple Rock Isles",55472
"2023-12","Purple Rock Isles",66647
"2019-01","Ruathym",123029
"2019-02","Ruathym",96154
"2019-03","Ruathym",116990
"2019-04","Ruathym",202375
"2019-05","Ruathym",135810
"2019-06","Ruathym",130126
"2019-07","Ruathym",147705
"2019-08","Ruathym",123770
"2019-09","Ruathym",101306
"2019-10","Ruathym",115258
"2019-11","Ruathym",152484
"2019-12","Ruathym",122865
"2020-01","Ruathym",143784
"2020-02","Ruathym",83952
"2020-03","Ruathym",46550
"2020-04","Ruathym",66790
"2020-05","Ruathym",119645
"2020-06","Ruathym",102363
"2020-07","Ruathym",108666
"2020-08","Ruathym",82254
"2020-09","Ruathym",118945
"2020-10","Ruathym",128540
"2020-11","Ruathym",122568
"2020-12","Ruathym",129527
"2021-01","Ruathym",99844
"2021-02","Ruathym",70798
"2021-03","Ruathym",66213
"2021-04","Ruathym",168819
"2021-05","Ruathym",152702
"2021-06","Ruathym",153006
"2021-07","Ruathym",80856
"2021-08","Ruathym",150593
"2021-09","Ruathym",150155
"2021-10","Ruathym",151133
"2021-11","Ruathym",72537
"2021-12","Ruathym",124079
"2022-01","Ruathym",155368
"2022-02","Ruathym",127759
"2022-03","Ruathym",183866
"2022-04","Ruathym",191832
"2022-05","Ruathym",84693
"2022-06","Ruathym",57933
"2022-07","Ruathym",151518
"2022-08","Ruathym",197164
"2022-09","Ruathym",110611
"2022-10","Ruathym",132331
"2022-11","Ruathym",174656
"2022-12","Ruathym",125269
"2023-01","Ruathym",174420
"2023-02","Ruathym",89841
"2023-03","Ruathym",197697
"2023-04","Ruathym",210029
"2023-05","Ruathym",146692
"2023-06","Ruathym",146098
"2023-07","Ruathym",122483
"2023-08","Ruathym",165775
"2023-09","Ruathym",201420
"2023-10","Ruathym",125297
"2023-11","Ruathym",165273
"2023-12","Ruathym",104321
"2019-01","Sembia",1471051
"2019-02","Sembia",1202336
"2019-03","Sembia",1421600
"2019-04","Sembia",1543887
"2019-05","Sembia",1379925
"2019-06","Sembia",1252323
"2019-07","Sembia",1555969
"2019-08","Sembia",1271676
"2019-09","Sembia",1109757
"2019-10","Sembia",1597796
"2019-11","Sembia",1583428
"2019-12","Sembia",1820921
"2020-01","Sembia",1895744
"2020-02","Sembia",1569359
"2020-03","Sembia",1594716
"2020-04","Sembia",1670112
"2020-05","Sembia",1533345
"2020-06","Sembia",1819979
"2020-07","Sembia",1546992
"2020-08","Sembia",1706046
"2020-09","Sembia",1476615
"2020-10","Sembia",1451001
"2020-11","Sembia",1250673
"2020-12","Sembia",1577310
"2021-01","Sembia",1605596
"2021-02","Sembia",1481645
"2021-03","Sembia",1613917
"2021-04","Sembia",1447930
"2021-05","Sembia",1699988
"2021-06","Sembia",1283817
"2021-07","Sembia",1489911
"2021-08","Sembia",1471385
"2021-09","Sembia",1843243
"2021-10","Sembia",1664892
"2021-11","Sembia",1601461
"2021-12","Sembia",1583963
"2022-01","Sembia",1588685
"2022-02","Sembia",1474953
"2022-03","Sembia",1624975
"2022-04","Sembia",1414014
"2022-05","Sembia",1288433
"2022-06","Sembia",1526636
"2022-07","Sembia",1333275
"2022-08","Sembia",1336578
"2022-09","Sembia",1337514
"2022-10","Sembia",1447279
"2022-11","Sembia",1556604
"2022-12","Sembia",2039251
"2023-01","Sembia",1751688
"2023-02","Sembia",1896345
"2023-03","Sembia",1829723
"2023-04","Sembia",1562776
"2023-05","Sembia",1413505
"2023-06","Sembia",1301324
"2023-07","Sembia",1567048
"2023-08","Sembia",1581027
"2023-09","Sembia",1447866
"2023-10","Sembia",1516953
"2023-11","Sembia",1391889
"2023-12","Sembia",1406772
"2019-01","Shar",78226
"2019-02","Shar",63292
"2019-03","Shar",102930
"2019-04","Shar",133918
"2019-05","Shar",173464
"2019-06","Shar",201913
"2019-07","Shar",118539
"2019-08","Shar",138193
"2019-09","Shar",94616
"2019-10","Shar",150413
"2019-11","Shar",218191
"2019-12","Shar",122620
"2020-01","Shar",178289
"2020-02","Shar",144962
"2020-03","Shar",161822
"2020-04","Shar",70038
"2020-05","Shar",87095
"2020-06","Shar",102772
"2020-07","Shar",91792
"2020-08","Shar",91490
"2020-09","Shar",122313
"2020-10","Shar",130093
"2020-11","Shar",72706
"2020-12","Shar",124217
"2021-01","Shar",180183
"2021-02","Shar",198323
"2021-03","Shar",193162
"2021-04","Shar",126932
"2021-05","Shar",103120
"2021-06","Shar",111635
"2021-07","Shar",157232
"2021-08","Shar",144449
"2021-09","Shar",101725
"2021-10","Shar",118044
"2021-11","Shar",165057
"2021-12","Shar",128017
"2022-01","Shar",224279
"2022-02","Shar",214061
"2022-03","Shar",185071
"2022-04","Shar",167443
"2022-05","Shar",112291
"2022-06","Shar",113810
"2022-07","Shar",80026
"2022-08","Shar",180204
"2022-09","Shar",133642
"2022-10","Shar",89472
"2022-11","Shar",129279
"2022-12","Shar",142793
"2023-01","Shar",184733
"2023-02","Shar",132702
"2023-03","Shar",181984
"2023-04","Shar",234972
"2023-05","Shar",98232
"2023-06","Shar",173091
"2023-07","Shar",108030
"2023-08","Shar",126655
"2023-09","Shar",54209
"2023-10","Shar",160758
"2023-11","Shar",248962
"2023-12","Shar",139142
"2019-01","Silverymoon",1381566
"2019-02","Silverymoon",951228
"2019-03","Silverymoon",1276605
"2019-04","Silverymoon",1542180
"2019-05","Silverymoon",1510399
"2019-06","Silverymoon",1283375
"2019-07","Silverymoon",1758979
"2019-08","Silverymoon",1661266
"2019-09","Silverymoon",1679359
"2019-10","Silverymoon",1974911
"2019-11","Silverymoon",1535590
"2019-12","Silverymoon",1715607
"2020-01","Silverymoon",1689657
"2020-02","Silverymoon",1437897
"2020-03","Silverymoon",1616305
"2020-04","Silverymoon",1569777
"2020-05","Silverymoon",1700472
"2020-06","Silverymoon",1482708
"2020-07","Silverymoon",1788596
"2020-08","Silverymoon",1829172
"2020-09","Silverymoon",1747256
"2020-10","Silverymoon",1633888
"2020-11","Silverymoon",1535187
"2020-12","Silverymoon",1564151
"2021-01","Silverymoon",1729936
"2021-02","Silverymoon",1325578
"2021-03","Silverymoon",1900114
"2021-04","Silverymoon",1801391
"2021-05","Silverymoon",1555701
"2021-06","Silverymoon",1546580
"2021-07","Silverymoon",1511446
"2021-08","Silverymoon",1839879
"2021-09","Silverymoon",1499984
"2021-10","Silverymoon",1808731
"2021-11","Silverymoon",1629040
"2021-12","Silverymoon",1541570
"2022-01","Silverymoon",1820887
"2022-02","Silverymoon",1541759
"2022-03","Silverymoon",1514484
"2022-04","Silverymoon",1449526
"2022-05","Silverymoon",1745944
